word	concreteness	familiarity	imageability	age_of_acquisition	freq_en	log_freq_en	context_div_en	freq_mn
grackle	NA	NA	NA	14.0	0.04	0.4771	1.0	1
covering	3.46	NA	NA	4.0	12.43	2.8028	546.0	3
stuffed toy	NA	NA	NA	NA	NA	NA	NA	3
spray bottle	NA	NA	NA	NA	NA	NA	NA	11
sporting	2.93	NA	NA	8.0	3.12	2.2041	128.0	1
coffee maker	NA	NA	NA	NA	NA	NA	NA	28
glove	4.97	6.188	6.677	2.0	10.1	2.7126	336.0	101
pizza crust	NA	NA	NA	NA	NA	NA	NA	12
polar bear	5.0	NA	NA	2.0	NA	NA	NA	6
white shirt	NA	NA	NA	NA	NA	NA	NA	8
icecream sandwhich	NA	NA	NA	NA	NA	NA	NA	2
moving van	NA	NA	NA	NA	NA	NA	NA	2
hound	4.48	4.807	5.886	2.0	5.04	2.4116	167.0	4
lion	4.96	5.836	6.887	2.0	15.35	2.8943	328.0	103
room	4.79	NA	NA	2.0	439.51	4.3506	6251.0	13
bread bowl	NA	NA	NA	NA	NA	NA	NA	2
jam	4.71	6.094	6.355	2.0	13.53	2.8395	461.0	3
spire	4.0	3.455	5.531	8.0	0.1	0.7782	5.0	1
racehorses	NA	NA	NA	NA	0.33	1.2553	16.0	1
long hair	NA	NA	NA	NA	NA	NA	NA	1
pie tin	NA	NA	NA	NA	NA	NA	NA	3
carpet	4.96	6.324	6.343	2.0	11.65	2.7745	384.0	5095
gezira	NA	NA	NA	NA	NA	NA	NA	1
leek	4.92	NA	NA	12.0	0.29	1.2041	10.0	7
crab cake	NA	NA	NA	NA	NA	NA	NA	4
loup	NA	NA	NA	NA	NA	NA	NA	1
remote control car	NA	NA	NA	NA	NA	NA	NA	2
knife blade	4.86	NA	NA	NA	NA	NA	NA	2
pasta salad	NA	NA	NA	NA	NA	NA	NA	14
grains	NA	NA	NA	NA	0.98	1.7076	42.0	1
bird feeder	NA	NA	NA	NA	NA	NA	NA	2
pyjamas	NA	NA	NA	2.0	1.76	1.959	54.0	13
food cart	NA	NA	NA	NA	NA	NA	NA	2
heron	4.38	NA	NA	8.0	0.27	1.1761	13.0	16
pineapple upside down cake	NA	NA	NA	NA	NA	NA	NA	2
kitchen appliance	NA	NA	NA	NA	NA	NA	NA	1
competitors	NA	NA	NA	NA	2.14	2.0414	87.0	2
paring knife	NA	NA	NA	NA	NA	NA	NA	1
sport jacket	NA	NA	NA	NA	NA	NA	NA	1
guests	NA	NA	NA	NA	25.71	3.1179	884.0	1
dining room table	NA	NA	NA	NA	NA	NA	NA	1
bat	5.0	4.893	6.533	2.0	20.63	3.0224	561.0	15
cover	4.23	5.862	4.233	2.0	94.27	3.6821	2782.0	22
rider	4.07	4.345	5.515	4.0	7.71	2.5955	209.0	60
sunbather	4.72	NA	NA	NA	NA	NA	NA	4
viaduct	NA	NA	NA	8.0	0.22	1.0792	4.0	1
air force one	NA	NA	NA	NA	NA	NA	NA	1
backboard	4.93	NA	NA	6.0	0.47	1.3979	24.0	2
donut	4.93	NA	NA	2.0	1.41	1.8633	61.0	2376
vent hood	NA	NA	NA	NA	NA	NA	NA	4
guacamole	4.89	NA	NA	NA	1.1	1.7559	45.0	33
suitcase	4.97	5.939	6.735	4.0	13.39	2.8351	371.0	66
beanie	4.74	NA	NA	8.0	NA	NA	NA	67
mitten	4.89	NA	NA	2.0	NA	NA	NA	27
costume	4.57	5.688	5.971	4.0	14.14	2.8585	395.0	73
doughnuts	NA	NA	NA	NA	4.53	2.3655	155.0	20
container	4.85	6.031	5.912	4.0	4.29	2.3424	144.0	176
meat	4.9	6.424	6.441	2.0	43.65	3.3477	1286.0	240
mix	3.82	NA	NA	2.0	16.35	2.9217	677.0	7
oats	4.78	5.774	6.375	2.0	2.06	2.0253	71.0	1
roast beef	4.97	NA	NA	NA	NA	NA	NA	2
tap	4.29	NA	NA	2.0	14.75	2.8768	480.0	10
oreopithecus	NA	NA	NA	NA	NA	NA	NA	1
speedboat	4.87	NA	NA	2.0	0.53	1.4472	19.0	5
squirrel	4.89	5.515	6.677	2.0	5.47	2.4472	165.0	123
model train	NA	NA	NA	NA	NA	NA	NA	2
garfield	NA	NA	NA	NA	NA	NA	NA	1
awning	4.61	NA	NA	8.0	0.47	1.3979	18.0	59
trash can	4.96	NA	NA	NA	NA	NA	NA	6
train engine	NA	NA	NA	NA	NA	NA	NA	85
basketball player	4.75	NA	NA	NA	NA	NA	NA	21
son	4.14	6.2	5.857	2.0	410.76	4.3212	5145.0	6
floral arrangement	NA	NA	NA	NA	NA	NA	NA	1
highchair	4.83	NA	NA	NA	0.16	0.9542	5.0	122
water skiing	4.22	NA	NA	NA	NA	NA	NA	1
tissue paper	NA	NA	NA	NA	NA	NA	NA	2
booth	4.42	NA	NA	6.0	20.37	3.017	419.0	93
citrus juicer	NA	NA	NA	NA	NA	NA	NA	1
fountain	4.77	5.588	6.735	2.0	6.9	2.5478	237.0	24
roll	4.16	6.063	5.177	2.0	63.27	3.5089	1914.0	28
bag	4.9	6.552	6.484	2.0	94.04	3.681	2508.0	27
sailing boat	NA	NA	NA	NA	NA	NA	NA	1
apartments	4.71	NA	NA	NA	4.22	2.3345	166.0	7
stock pot	NA	NA	NA	NA	NA	NA	NA	3
shirt collar	NA	NA	NA	NA	NA	NA	NA	2
lights	NA	6.333	6.606	13.0	56.41	3.4591	1710.0	1
toast	4.93	6.267	6.758	2.0	33.47	3.2325	1104.0	167
banana	5.0	6.394	6.788	2.0	10.73	2.7388	325.0	59
ass	4.67	5.4	6.177	2.0	226.37	4.0624	3379.0	1
parakeet	4.9	NA	NA	2.0	1.08	1.7482	39.0	4
trailer	4.79	5.333	5.8	4.0	11.35	2.7634	291.0	111
goldfinch	NA	NA	NA	4.0	NA	NA	NA	1
sportsman	4.44	NA	NA	4.0	0.69	1.5563	32.0	33
shack	4.93	NA	NA	6.0	5.65	2.4609	196.0	37
frankfurter	4.88	NA	NA	4.0	NA	NA	NA	3
pizza slices	NA	NA	NA	NA	NA	NA	NA	12
mustard	4.93	5.559	6.455	2.0	6.45	2.5185	227.0	21
towers	NA	NA	NA	NA	5.39	2.4409	121.0	1
rescue truck	NA	NA	NA	NA	NA	NA	NA	2
highway overpass	NA	NA	NA	NA	NA	NA	NA	2
giraffe	4.73	5.242	6.914	2.0	1.49	1.8865	57.0	29878
scissor	4.9	NA	NA	NA	0.35	1.2788	16.0	2
motorcycle	4.97	NA	NA	2.0	8.92	2.659	243.0	14611
goldman	NA	NA	NA	NA	NA	NA	NA	2
drawing	4.6	5.735	5.771	2.0	16.02	2.9128	564.0	1
air conditioner	4.93	NA	NA	NA	NA	NA	NA	1
glass vase	NA	NA	NA	NA	NA	NA	NA	1
granny	4.24	6.156	6.765	4.0	NA	NA	NA	1
microwave	4.34	6.441	6.618	12.0	3.9	2.301	165.0	46
sneaker	4.69	NA	NA	2.0	0.69	1.5563	24.0	1
round table	4.7	NA	NA	NA	NA	NA	NA	1
overpass	4.11	NA	NA	4.0	0.49	1.415	22.0	229
formal wear	NA	NA	NA	NA	NA	NA	NA	2
underbelly	4.04	NA	NA	NA	0.76	1.6021	24.0	1
eclair	4.75	NA	NA	13.0	0.2	1.0414	9.0	4
beer glass	NA	NA	NA	NA	NA	NA	NA	2
steak	4.96	5.621	6.552	4.0	16.24	2.9186	520.0	30
wood stove	NA	NA	NA	NA	NA	NA	NA	1
cap	4.59	4.879	6.343	2.0	18.75	2.9809	619.0	270
jetliner	4.33	NA	NA	4.0	0.06	0.6021	3.0	138
smoothie	4.62	NA	NA	8.0	0.73	1.5798	29.0	7
broccoli salad	NA	NA	NA	NA	NA	NA	NA	3
horse carriage	NA	NA	NA	NA	NA	NA	NA	2
doughnut	4.96	NA	NA	4.0	4.22	2.3345	162.0	2
peacoat	NA	NA	NA	NA	0.04	0.4771	2.0	3
patty	4.38	NA	NA	8.0	NA	NA	NA	9
yacht	4.97	4.156	6.588	6.0	8.22	2.6232	197.0	45
pizza oven	NA	NA	NA	NA	NA	NA	NA	10
runner	4.86	5.706	6.2	2.0	4.96	2.4048	155.0	15
dove	4.88	4.875	6.5	4.0	5.57	2.4548	133.0	27
fortress	4.8	4.194	6.094	8.0	3.37	2.238	123.0	1
pizza toppings	NA	NA	NA	NA	NA	NA	NA	22
dentist	4.93	5.909	6.424	2.0	11.2	2.7574	294.0	4
couches	NA	NA	NA	NA	0.43	1.3617	21.0	11
medic	4.43	NA	NA	10.0	5.71	2.4654	164.0	5
sweater vest	NA	NA	NA	NA	NA	NA	NA	1
stadium	4.79	5.794	6.571	4.0	6.12	2.4955	184.0	3
retriever	4.15	NA	NA	10.0	0.75	1.5911	28.0	1
listener	3.46	NA	NA	6.0	1.41	1.8633	71.0	2
wiener	4.81	NA	NA	6.0	2.22	2.0569	66.0	19
westminster	NA	NA	NA	NA	NA	NA	NA	2
bedsheets	NA	NA	NA	NA	0.24	1.1139	10.0	48
fire engine	4.87	NA	NA	2.0	NA	NA	NA	19
entertainment stand	NA	NA	NA	NA	NA	NA	NA	5
knit hat	NA	NA	NA	NA	NA	NA	NA	1
toy giraffe	NA	NA	NA	NA	NA	NA	NA	3
zebra head	NA	NA	NA	NA	NA	NA	NA	2
huts	NA	NA	NA	NA	1.1	1.7559	39.0	1
backpack	4.96	NA	NA	NA	3.65	2.2718	131.0	23
soup pot	NA	NA	NA	NA	NA	NA	NA	2
doorway	4.75	NA	NA	2.0	3.22	2.2175	149.0	10
cookware	4.84	NA	NA	NA	0.12	0.8451	3.0	2
metal grate	NA	NA	NA	NA	NA	NA	NA	1
windowsill	4.7	NA	NA	4.0	0.65	1.5315	30.0	1
male	4.45	NA	NA	4.0	33.94	3.2385	1106.0	260
throne	4.64	4.455	6.471	4.0	8.65	2.6454	232.0	4
tapestry	4.52	3.677	6.029	10.0	0.71	1.5682	27.0	4
salsa	4.7	4.586	5.394	NA	2.14	2.0414	69.0	8
tot	4.22	NA	NA	4.0	NA	NA	NA	1
streetlight	4.82	NA	NA	NA	0.49	1.415	16.0	69
fox	4.97	5.606	6.844	2.0	NA	NA	NA	1
rain gutter	NA	NA	NA	NA	NA	NA	NA	1
baseball bat	5.0	NA	NA	NA	NA	NA	NA	2
pork chop	NA	NA	NA	NA	NA	NA	NA	2
batting helmet	NA	NA	NA	NA	NA	NA	NA	1
zombie	4.16	NA	NA	6.0	3.61	2.2672	91.0	17
superwoman	4.1	NA	NA	NA	NA	NA	NA	1
actor	4.57	6.065	5.97	2.0	26.33	3.1284	574.0	4
basin	4.63	NA	NA	4.0	1.88	1.9868	68.0	21
fireboat	4.62	NA	NA	NA	NA	NA	NA	1
sink	4.74	6.429	6.333	2.0	16.92	2.9365	646.0	1652
umbrella	5.0	6.353	6.677	2.0	7.49	2.5832	209.0	202
toilet cleaner	NA	NA	NA	NA	NA	NA	NA	2
inflatable	3.07	NA	NA	NA	0.73	1.5798	32.0	2
abode	3.92	3.303	4.452	12.0	0.65	1.5315	31.0	1
cabin	4.92	4.697	6.281	2.0	19.65	3.0013	459.0	56
tupperware	4.82	NA	NA	NA	NA	NA	NA	6
tourist	4.59	5.788	5.714	6.0	4.65	2.3766	187.0	14
teepee	4.59	NA	NA	4.0	0.12	0.8451	6.0	22
vessel	4.66	3.406	5.529	6.0	9.35	2.6794	248.0	13
sleeper sofa	NA	NA	NA	NA	NA	NA	NA	1
bowl	4.87	6.281	6.424	2.0	21.45	3.0394	682.0	4417
computer	4.93	6.75	6.9	2.0	59.04	3.4789	1224.0	20
plane wing	NA	NA	NA	NA	NA	NA	NA	2
toilet seat	NA	NA	NA	NA	NA	NA	NA	26
wicker chair	NA	NA	NA	NA	NA	NA	NA	1
bunk	4.3	4.029	5.061	2.0	6.27	2.5065	235.0	10
lodge	4.0	NA	NA	4.0	6.69	2.534	180.0	3
ping pong table	NA	NA	NA	NA	NA	NA	NA	9
canoe	4.86	4.706	6.758	4.0	3.57	2.2625	76.0	240
ingredients	4.16	NA	NA	NA	2.14	2.0414	96.0	5
docks	NA	NA	NA	NA	3.69	2.2765	124.0	6
t-shirt	4.93	NA	NA	NA	NA	NA	NA	3077
stems	NA	NA	NA	NA	1.0	1.716	46.0	8
shower gel	4.72	NA	NA	NA	NA	NA	NA	1
portrait	4.9	5.294	6.152	6.0	5.43	2.444	192.0	3
police boat	NA	NA	NA	NA	NA	NA	NA	2
dogs	5.0	NA	NA	NA	53.02	3.4322	1282.0	4
green beans	4.9	NA	NA	2.0	NA	NA	NA	9
drape	4.5	NA	NA	4.0	1.04	1.7324	40.0	31
meadow	4.86	4.714	6.353	2.0	2.27	2.0682	69.0	1
dog jacket	NA	NA	NA	NA	NA	NA	NA	2
pastureland	4.73	NA	NA	NA	0.02	0.301	1.0	1
stringboard	NA	NA	NA	NA	NA	NA	NA	1
goalkeeper	4.5	NA	NA	12.0	0.31	1.2304	7.0	3
hard drive	NA	NA	NA	NA	NA	NA	NA	1
vegetable	4.89	6.581	6.588	2.0	5.71	2.4654	238.0	135
roller skater	NA	NA	NA	NA	NA	NA	NA	1
boxcar	4.83	NA	NA	2.0	0.65	1.5315	24.0	17
cafe	4.96	6.452	6.394	2.0	5.06	2.4133	168.0	17
treat	3.79	6.267	4.903	4.0	51.88	3.4228	1835.0	1
chiffonier	NA	NA	NA	14.0	NA	NA	NA	1
wooden spoon	4.8	NA	NA	NA	NA	NA	NA	15
windscreen wiper	NA	NA	NA	NA	NA	NA	NA	1
drinker	3.32	NA	NA	4.0	1.86	1.9823	87.0	3
wine glass	4.9	NA	NA	NA	NA	NA	NA	50
passenger train	NA	NA	NA	NA	NA	NA	NA	7
eater	3.75	NA	NA	NA	1.57	1.9085	64.0	19
cast iron skillet	NA	NA	NA	NA	NA	NA	NA	2
craft	3.48	5.0	3.914	6.0	5.67	2.4624	206.0	1
work table	NA	NA	NA	NA	NA	NA	NA	1
tortilla	4.89	NA	NA	10.0	0.31	1.2304	15.0	32
trash truck	NA	NA	NA	NA	NA	NA	NA	6
rocking horse	4.91	NA	NA	2.0	NA	NA	NA	1
nightshirt	5.0	NA	NA	4.0	0.22	1.0792	7.0	2
politician	4.33	6.094	5.75	6.0	3.27	2.2253	138.0	5
berries	NA	NA	NA	NA	3.1	2.2014	98.0	3
flower girl	NA	NA	NA	NA	NA	NA	NA	1
mashed potato	5.0	NA	NA	NA	NA	NA	NA	1
dashboard	4.61	NA	NA	8.0	0.98	1.7076	45.0	19
bookshelf	4.93	NA	NA	2.0	0.33	1.2553	17.0	342
dessert plate	NA	NA	NA	NA	NA	NA	NA	1
prius	NA	NA	NA	NA	NA	NA	NA	2
monk	4.35	3.929	6.071	6.0	7.37	2.5763	150.0	12
bread knife	NA	NA	NA	NA	NA	NA	NA	3
bucket	4.96	NA	NA	2.0	10.02	2.7093	391.0	194
pavement	4.72	NA	NA	4.0	2.02	2.017	92.0	7
flatbed truck	NA	NA	NA	NA	NA	NA	NA	7
plushier	NA	NA	NA	NA	NA	NA	NA	2
slider	3.68	NA	NA	NA	0.39	1.3222	16.0	1
armor	4.76	NA	NA	4.0	7.29	2.5717	197.0	3
old person	NA	NA	NA	NA	NA	NA	NA	1
athletic shirt	NA	NA	NA	NA	NA	NA	NA	1
shore	4.79	5.156	6.324	2.0	NA	NA	NA	7
egg roll	4.97	NA	NA	NA	NA	NA	NA	1
gloves	NA	6.313	6.727	2.0	16.24	2.9186	469.0	5
terrier	4.62	NA	NA	6.0	0.96	1.699	33.0	2
sunhat	NA	NA	NA	NA	NA	NA	NA	2
lama	NA	NA	NA	14.0	NA	NA	NA	5
video game player	NA	NA	NA	NA	NA	NA	NA	2
motorboat	4.93	NA	NA	2.0	0.57	1.4771	19.0	5
horse head	NA	NA	NA	NA	NA	NA	NA	3
singer	4.62	6.441	6.382	2.0	15.69	2.9036	396.0	18
cloak	4.71	5.156	6.529	6.0	3.0	2.1875	92.0	8
cornbread	4.79	NA	NA	2.0	0.9	1.6721	30.0	1
doggie	NA	NA	NA	NA	3.31	2.2304	112.0	1
tricycle	4.68	NA	NA	2.0	0.53	1.4472	17.0	2
deck	4.77	5.094	5.697	2.0	23.76	3.0839	629.0	24
marinara	4.62	NA	NA	NA	0.47	1.3979	18.0	3
cactus	5.0	4.324	6.771	2.0	2.9	2.1732	85.0	2
food bowl	NA	NA	NA	NA	NA	NA	NA	6
fish pond	NA	NA	NA	NA	NA	NA	NA	1
truck cab	NA	NA	NA	NA	NA	NA	NA	2
scooter	4.96	4.71	6.355	4.0	2.73	2.1461	78.0	842
contestant	4.17	NA	NA	6.0	2.67	2.1367	86.0	2
fedora	4.5	NA	NA	12.0	0.25	1.1461	11.0	3
motorcar	4.93	NA	NA	2.0	0.57	1.4771	12.0	3
rain slicker	NA	NA	NA	NA	NA	NA	NA	1
doubleheader	3.21	NA	NA	NA	0.14	0.9031	7.0	2
lateen	NA	NA	NA	NA	NA	NA	NA	1
motor vehicle	4.62	NA	NA	NA	NA	NA	NA	45
water trough	NA	NA	NA	NA	NA	NA	NA	2
baked goods	NA	NA	NA	NA	NA	NA	NA	2
palace	4.57	4.759	6.033	2.0	19.2	2.9912	438.0	21
boat	4.93	6.397	6.823	2.0	95.78	3.689	1457.0	13870
lamb	4.97	5.594	6.844	2.0	10.63	2.7348	322.0	285
hitter	3.96	NA	NA	NA	1.55	1.9031	55.0	54
beef	4.74	6.471	6.531	2.0	19.71	3.0026	643.0	31
starlet	4.46	NA	NA	12.0	0.59	1.4914	26.0	1
dining table	NA	NA	NA	NA	NA	NA	NA	107
perching bird	NA	NA	NA	NA	NA	NA	NA	1
blackberries	NA	NA	NA	NA	0.24	1.1139	8.0	3
bad	1.68	6.471	3.6	2.0	545.18	4.4441	7214.0	2
cycle	3.64	5.556	4.968	6.0	5.88	2.4786	235.0	19
mercedes	NA	NA	NA	NA	NA	NA	NA	2
chef	4.3	5.758	6.486	6.0	11.88	2.7832	322.0	68
friend	3.07	6.774	6.387	2.0	419.29	4.3301	6178.0	17
pantry	4.67	NA	NA	6.0	1.75	1.9542	69.0	6
splash	4.19	NA	NA	2.0	4.22	2.3345	170.0	6
graph	4.66	6.188	6.182	6.0	0.75	1.5911	32.0	2
manor	4.7	NA	NA	10.0	3.41	2.243	103.0	1
fishing boat	5.0	NA	NA	NA	NA	NA	NA	16
animals	NA	6.613	6.706	NA	39.08	3.2997	1137.0	38
train cab	NA	NA	NA	NA	NA	NA	NA	2
animal	4.61	6.333	6.647	2.0	45.49	3.3657	1372.0	2187
clothe	3.5	NA	NA	8.0	0.82	1.6335	37.0	1
rose	4.9	5.788	6.824	2.0	NA	NA	NA	68
veterinarian	4.46	NA	NA	6.0	1.25	1.8129	54.0	2
bridle	4.27	NA	NA	4.0	0.29	1.2041	15.0	1
pelican	4.96	NA	NA	6.0	NA	NA	NA	50
sweet lemon	NA	NA	NA	NA	NA	NA	NA	1
trucked	NA	NA	NA	NA	0.08	0.699	4.0	3
pet bed	NA	NA	NA	NA	NA	NA	NA	5
van door	NA	NA	NA	NA	NA	NA	NA	4
board	4.57	5.486	5.857	2.0	64.16	3.5149	1682.0	51
pizza slice	NA	NA	NA	NA	NA	NA	NA	168
cat	4.86	6.375	6.774	2.0	66.33	3.5294	1386.0	24657
bread	4.92	6.76	6.8	2.0	28.33	3.1602	902.0	2234
sleeve	4.84	NA	NA	4.0	5.61	2.4579	241.0	2
aqueduct	4.62	NA	NA	10.0	0.33	1.2553	11.0	2
airplane wing	NA	NA	NA	NA	NA	NA	NA	13
strainer	4.46	NA	NA	6.0	0.27	1.1761	11.0	2
goods train	NA	NA	NA	NA	NA	NA	NA	3
battle	4.0	4.897	5.686	2.0	42.25	3.3336	1126.0	2
omelet	4.93	NA	NA	8.0	2.37	2.0864	84.0	10
birdbath	4.96	NA	NA	NA	0.2	1.0414	9.0	79
bar top	NA	NA	NA	NA	NA	NA	NA	2
sausage	4.88	6.4	6.406	2.0	7.78	2.5999	226.0	39
pizza pie	NA	NA	NA	NA	NA	NA	NA	8
cauliflower	5.0	5.618	6.618	4.0	0.55	1.4624	23.0	1
fielder	3.89	NA	NA	4.0	0.55	1.4624	21.0	1
liquid	4.72	6.125	6.086	4.0	7.75	2.5977	282.0	9
honda	NA	NA	NA	NA	NA	NA	NA	1
carney	NA	NA	NA	NA	NA	NA	NA	1
baseball field	NA	NA	NA	NA	NA	NA	NA	4
fighter aircraft	NA	NA	NA	NA	NA	NA	NA	2
beach chair	4.69	NA	NA	NA	NA	NA	NA	12
tween	3.37	NA	NA	NA	0.22	1.0792	6.0	2
school bus	4.93	NA	NA	NA	NA	NA	NA	4
sports dress	NA	NA	NA	NA	NA	NA	NA	2
wine bottle	5.0	NA	NA	NA	NA	NA	NA	57
bay	4.81	NA	NA	6.0	NA	NA	NA	1
track	4.31	5.231	5.438	2.0	55.75	3.4539	1772.0	56
cyclist	4.84	NA	NA	8.0	0.1	0.7782	5.0	49
motorized wheelchair	NA	NA	NA	NA	NA	NA	NA	2
vent	4.56	NA	NA	4.0	4.41	2.3541	159.0	27
farmer	4.54	5.455	6.559	2.0	11.84	2.7818	319.0	10
baby seat	NA	NA	NA	NA	NA	NA	NA	1
buses	NA	NA	NA	2.0	3.94	2.3054	153.0	1
beds	NA	NA	NA	NA	8.57	2.6415	364.0	15
shower curtain	4.58	NA	NA	NA	NA	NA	NA	367
ferry boat	NA	NA	NA	NA	NA	NA	NA	5
hot dog bun	NA	NA	NA	NA	NA	NA	NA	43
tank	4.8	5.406	6.471	4.0	25.61	3.1163	674.0	34
trepan	NA	NA	NA	12.0	NA	NA	NA	2
guaco	NA	NA	NA	NA	NA	NA	NA	1
face	4.87	6.63	6.414	2.0	289.16	4.1687	5610.0	95
jet	4.77	5.471	6.324	2.0	14.14	2.8585	413.0	1886
fruit cup	NA	NA	NA	NA	NA	NA	NA	2
pheasant	4.75	4.235	6.177	8.0	0.8	1.6232	30.0	1
juice box	NA	NA	NA	NA	NA	NA	NA	1
taco truck	NA	NA	NA	NA	NA	NA	NA	2
propeller plane	NA	NA	NA	NA	NA	NA	NA	29
cottage	4.85	5.563	6.758	2.0	5.29	2.433	164.0	12
gate	4.96	5.943	6.543	2.0	32.04	3.2135	902.0	3
refrigerator	5.0	5.679	6.733	2.0	8.37	2.6314	314.0	40
lamp	4.97	6.438	6.774	2.0	12.88	2.8182	384.0	679
breakfast	4.43	6.5	6.294	2.0	66.29	3.5292	1966.0	30
display case	NA	NA	NA	NA	NA	NA	NA	8
meatloaf	5.0	NA	NA	NA	2.33	2.0792	71.0	2
drive	3.86	6.103	5.25	2.0	153.14	3.8927	3714.0	2
huskies	NA	NA	NA	NA	NA	NA	NA	1
shipwreck	4.3	NA	NA	4.0	0.53	1.4472	21.0	3
football player	4.7	NA	NA	NA	NA	NA	NA	21
stream	4.5	5.621	6.471	2.0	8.04	2.6138	294.0	4
ketchup	5.0	6.375	6.118	2.0	6.08	2.4928	190.0	13
trees	NA	NA	NA	8.0	30.69	3.1948	973.0	1
trolley	4.73	NA	NA	4.0	1.41	1.8633	47.0	111
emu	4.79	NA	NA	12.0	NA	NA	NA	11
capote	NA	NA	NA	NA	NA	NA	NA	1
flooring	4.43	NA	NA	6.0	0.43	1.3617	18.0	7
osprey	NA	NA	NA	14.0	NA	NA	NA	1
harness	4.14	4.387	5.061	2.0	2.61	2.1271	109.0	3
steel	4.87	5.455	5.794	2.0	18.45	2.9741	545.0	1
humans	NA	NA	NA	NA	16.29	2.9201	426.0	3
food	4.8	6.87	6.5	2.0	154.43	3.8964	3605.0	7535
sunshade	4.59	NA	NA	12.0	NA	NA	NA	1
cheeseburger	4.93	NA	NA	2.0	3.2	2.2148	112.0	10
wild cat	NA	NA	NA	NA	NA	NA	NA	1
eye	4.9	6.697	6.794	2.0	111.78	3.756	3216.0	1
microwave oven	4.93	NA	NA	NA	NA	NA	NA	1
whiskey	4.74	NA	NA	4.0	16.12	2.9154	439.0	10
wildebeest	NA	3.091	5.903	12.0	0.43	1.3617	15.0	6
tablecloth	4.85	NA	NA	2.0	0.94	1.6902	40.0	38
hard disk	4.96	NA	NA	NA	NA	NA	NA	1
toy car	NA	NA	NA	NA	NA	NA	NA	5
candy	4.83	5.594	6.647	2.0	35.78	3.2615	902.0	1
onlooker	3.64	NA	NA	6.0	0.04	0.4771	2.0	1
cabbage	4.75	NA	NA	2.0	2.9	2.1732	109.0	70
entertainment center	NA	NA	NA	NA	NA	NA	NA	60
condiment	4.72	NA	NA	14.0	0.16	0.9542	7.0	6
front door	NA	NA	NA	NA	NA	NA	NA	1
canine	4.71	NA	NA	12.0	1.69	1.9395	71.0	12
entree	4.28	NA	NA	12.0	0.82	1.6335	24.0	7
smartphone	4.57	NA	NA	NA	NA	NA	NA	1
pizza box	NA	NA	NA	NA	NA	NA	NA	8
chocolate	4.72	6.807	6.853	2.0	29.39	3.1761	887.0	10
fried dough	NA	NA	NA	NA	NA	NA	NA	1
partition	3.72	NA	NA	10.0	0.49	1.415	20.0	1
cargo ship	4.86	NA	NA	NA	NA	NA	NA	1
antique	3.75	NA	NA	6.0	6.06	2.4914	248.0	2
trellis	NA	2.546	5.087	10.0	0.27	1.1761	11.0	2
skirt	4.82	6.484	6.688	4.0	9.96	2.7067	385.0	32
credenza	NA	NA	NA	NA	0.18	1.0	9.0	1
wedding dress	4.96	NA	NA	NA	NA	NA	NA	86
coupe	3.17	NA	NA	8.0	0.61	1.5051	22.0	1
surfer	4.73	4.742	6.333	NA	1.63	1.9243	55.0	1410
coach	4.12	5.094	5.8	4.0	47.63	3.3856	599.0	3
soldier	4.72	5.444	6.719	4.0	38.92	3.298	830.0	48
slipper	4.86	NA	NA	2.0	2.22	2.0569	51.0	2
mouse	4.83	6.061	6.686	2.0	19.12	2.9894	400.0	564
torso	4.83	NA	NA	10.0	1.84	1.9777	76.0	4
topping	4.0	NA	NA	8.0	0.88	1.6628	34.0	29
chick	4.93	NA	NA	2.0	26.16	3.1255	739.0	9
model	4.53	5.355	5.629	2.0	32.06	3.2138	982.0	11
worker	4.59	NA	NA	2.0	10.94	2.7474	418.0	43
delivery van	NA	NA	NA	NA	NA	NA	NA	1
fish	5.0	6.133	6.724	2.0	83.49	3.6293	1708.0	71
calf	4.48	5.515	6.382	2.0	2.96	2.1818	108.0	93
beverages	NA	NA	NA	NA	1.2	1.7924	52.0	2
water plane	NA	NA	NA	NA	NA	NA	NA	2
flower stand	NA	NA	NA	NA	NA	NA	NA	2
leg	4.83	6.594	6.657	2.0	56.51	3.4598	1588.0	17
sports jacket	NA	NA	NA	NA	NA	NA	NA	3
cheesecake	4.97	NA	NA	NA	2.31	2.0755	60.0	14
remote control	4.93	NA	NA	NA	NA	NA	NA	1
swiss army knife	NA	NA	NA	NA	NA	NA	NA	2
longhorn	4.56	NA	NA	4.0	NA	NA	NA	2
policeman	4.93	6.235	6.735	2.0	11.73	2.7774	386.0	5
subway train	4.96	NA	NA	NA	NA	NA	NA	14
mozzarella cheese	NA	NA	NA	NA	NA	NA	NA	1
eye mask	NA	NA	NA	NA	NA	NA	NA	7
futon	4.79	NA	NA	NA	0.67	1.5441	20.0	46
crashed plane	NA	NA	NA	NA	NA	NA	NA	2
comedian	4.04	6.032	5.647	4.0	4.1	2.3222	134.0	2
shoulders	NA	NA	NA	NA	11.76	2.7789	494.0	1
cape	4.77	4.613	6.063	4.0	NA	NA	NA	17
office	4.93	6.194	6.484	2.0	203.9	4.017	3975.0	1
streetlamp	4.92	NA	NA	NA	0.04	0.4771	2.0	18
powder	4.76	NA	NA	4.0	16.04	2.9133	522.0	1
farm	4.59	6.03	6.03	2.0	30.04	3.1855	731.0	2
tacos	NA	NA	NA	NA	2.16	2.0453	62.0	2
tailgate	3.93	NA	NA	8.0	0.45	1.3802	20.0	1
